fam,tf,period,mult,side,n_tr_months,total_all,mean_in_bleed,mean_normal,hedge_edge,wr_bleed,mIS,mOOS,tot_bleed,squeeze
bb,D1,40,2.0,long,116,-13013.388804365097,-22.350538216075922,-125.440275018275,103.08973680219908,0.38095238095238093,-9.064744598814617,-36.96491119506336,-469.3613025375944,
bb,D1,40,2.0,short,119,-19471.202937267393,-109.46871406697876,-171.72359941860842,62.25488535162965,0.3333333333333333,-63.430916987424844,-160.11029085448808,-2298.842995406554,
bb,D1,40,2.5,both,118,-30220.335260151434,-265.92837655165704,-246.35839352566632,-19.569983025990723,0.3333333333333333,-228.05002504271877,-307.5945632114892,-5584.495907584798,
bb,D1,40,2.5,long,113,-12697.78562275025,-89.53148350566178,-108.17624469131353,18.644761185651745,0.2857142857142857,-42.2941314894787,-141.4925707234632,-1880.1611536188975,
bb,D1,40,2.5,short,108,-18110.481195438246,-183.19321577956768,-142.63423664067324,-40.55897913889444,0.2857142857142857,-190.3308808791725,-175.3417841700024,-3847.0575313709214,
bb,D1,40,3.0,both,102,-17543.302148375144,-246.2720438064885,-123.71589228438884,-122.55615152209967,0.14285714285714285,-269.55896475845606,-220.65643075932422,-5171.712919936259,
bb,D1,40,3.0,long,79,-4284.341881127537,-98.1699417953404,-22.227731034253885,-75.94221076108653,0.14285714285714285,-140.66924710913884,-51.420705950162116,-2061.5687777021485,
bb,D1,40,3.0,short,80,-13459.262835762363,-151.0159753822459,-102.879273527352,-48.1367018548939,0.14285714285714285,-133.52311995686878,-170.25811635016072,-3171.3354830271637,
bb,D1,60,1.5,both,119,-35034.27667808084,-215.09930699374405,-305.17191231212206,90.07260531837801,0.3333333333333333,-0.683533246128966,-450.9566581161206,-4517.085446868625,
bb,D1,60,1.5,long,118,-13786.958139278398,-97.71109158205556,-117.3502521605523,19.639160578496742,0.3333333333333333,78.90860180253615,-291.9927543051064,-2051.9329232231667,
bb,D1,60,1.5,short,117,-21754.614475130198,-126.54549911354012,-190.97158993745856,64.42609082391844,0.42857142857142855,-87.65368456383212,-169.32649511821893,-2657.4554813843424,
bb,D1,60,2.0,both,119,-33695.61956023631,-318.9058171858707,-269.9859739933303,-48.91984319254044,0.23809523809523808,-200.69350076470303,-448.9393652491552,-6697.022160903285,
bb,D1,60,2.0,long,115,-12821.04804930453,-122.94943399583917,-102.39109935391907,-20.558334641920098,0.2857142857142857,-20.16185546222633,-236.0157703828133,-2581.9381139126226,
